job_title,company_name,location,skill_required,salary
Cloud Engineer,Apple,London,AWS,145196
Researcher,Deloitte,Toronto,Data Analysis,101460
Video Editor,Wipro,Singapore,Premiere Pro,90853
Receptionist,Deloitte,Singapore,Front Desk,55413
Tutor,JPMorgan,Toronto,Mentoring,56258
Accountant,Pfizer,New York,Bookkeeping,74575
Mechanic,Accenture,Bangalore,Engine Repair,46235
Photographer,BMW,London,Photography,39465
Professor,Coca Cola,New York,Research,72957
Nurse,Tesla,Tokyo,Patient Care,78294
Data Scientist,Pfizer,Tokyo,Machine Learning,82706
Construction Worker,McDonald's,Los Angeles,Masonry,53117
Photographer,EY,Los Angeles,Photography,81122
Project Manager,Infosys,Singapore,Agile,93992
Researcher,Amazon,Toronto,Data Analysis,117424
Doctor,BMW,Berlin,Surgery,232584
Call Center Agent,BMW,Toronto,Customer Handling,49984
Support Specialist,Microsoft,Paris,Troubleshooting,45347
Plumber,Disney,Berlin,Pipe Fitting,42753
Carpenter,Google,Los Angeles,Woodworking,44419
Farmer,EY,Toronto,Crop Management,35141
Radiologist,BMW,Delhi,Imaging,178069
Judge,Amazon,Berlin,Judicial Review,191756
Researcher,Accenture,San Francisco,Data Analysis,76487
Doctor,Infosys,Paris,Surgery,276019
Data Scientist,BMW,Chicago,Machine Learning,82433
Operations Manager,Deloitte,Dubai,Process Optimization,125646
Judge,Microsoft,Dubai,Judicial Review,230976
Psychologist,BMW,Delhi,Counseling,117256
Software Engineer,Tesla,Singapore,Python,123342
Photographer,Amazon,New York,Photography,50286
Lawyer,Wipro,Paris,Litigation,108981
Radiologist,Microsoft,Dubai,Imaging,228697
Receptionist,Sony,Bangalore,Front Desk,46433
Legal Advisor,Apple,Paris,Contract Drafting,118452
Paralegal,Deloitte,Delhi,Legal Research,58261
Sales Manager,Microsoft,New York,Negotiation,102762
Cloud Engineer,Amazon,New York,AWS,135911
Teacher,Disney,Sydney,Classroom Management,64404
Investment Banker,Infosys,Singapore,Valuation,141285
Psychologist,JPMorgan,Toronto,Counseling,91240
Librarian,KPMG,Tokyo,Cataloguing,37071
Waiter,Meta,Los Angeles,Hospitality,36786
Photographer,Coca Cola,Tokyo,Photography,50514
Chef,Wipro,Dubai,Culinary Arts,90291
Waiter,Meta,Toronto,Hospitality,22288
Legal Advisor,Sony,Toronto,Contract Drafting,137967
Cashier,Microsoft,Delhi,Billing,33493
Tutor,Google,Bangalore,Mentoring,56789
Receptionist,Wipro,London,Front Desk,39900
Photographer,Sony,Singapore,Photography,32290
Tax Consultant,Disney,Berlin,Tax Filing,91150
Software Engineer,Disney,Sydney,Python,94959
Support Specialist,Meta,Bangalore,Troubleshooting,39618
Pharmacist,Tesla,San Francisco,Pharmacology,110506
Investment Banker,Deloitte,Toronto,Valuation,177361
Welder,Pfizer,Sydney,Arc Welding,69639
Waiter,Wipro,Delhi,Hospitality,39553
Investment Banker,Meta,San Francisco,Valuation,115427
Welder,Google,Singapore,Arc Welding,39714
Writer,Microsoft,Singapore,Creative Writing,50431
Software Engineer,Sony,Dubai,Python,121895
Writer,Meta,Los Angeles,Creative Writing,55873
Video Editor,Apple,Toronto,Premiere Pro,74197
Plumber,Deloitte,Paris,Pipe Fitting,33958
Data Scientist,Wipro,Los Angeles,Machine Learning,117820
Legal Advisor,Accenture,Chicago,Contract Drafting,66653
Cloud Engineer,HSBC,Paris,AWS,117866
Welder,Disney,Sydney,Arc Welding,28788
Construction Worker,Accenture,Berlin,Masonry,51410
HR Manager,Google,Toronto,Recruitment,119903
Construction Worker,Accenture,Delhi,Masonry,35724
Plumber,Meta,Los Angeles,Pipe Fitting,58736
Radiologist,KPMG,Los Angeles,Imaging,192542
Compliance Officer,Apple,Dubai,Regulation,77270
Web Developer,KPMG,Toronto,JavaScript,71017
Librarian,Pfizer,Bangalore,Cataloguing,47435
Video Editor,Meta,Los Angeles,Premiere Pro,89263
Support Specialist,Deloitte,Toronto,Troubleshooting,47814
Doctor,Pfizer,Sydney,Surgery,115374
Receptionist,Sony,London,Front Desk,47759
Receptionist,Tesla,Chicago,Front Desk,52700
Sales Manager,Pfizer,Chicago,Negotiation,88798
Welder,Accenture,London,Arc Welding,61159
Marketing Manager,Apple,Tokyo,SEO,110945
Lawyer,Apple,Los Angeles,Litigation,95980
Writer,Amazon,London,Creative Writing,62584
Marketing Manager,Google,Dubai,SEO,88113
Marketing Manager,Infosys,Los Angeles,SEO,82586
Paralegal,Amazon,Paris,Legal Research,34999
Electrician,McDonald's,Sydney,Wiring,52535
Financial Analyst,Wipro,Sydney,Excel Modeling,55150
Professor,McDonald's,Paris,Research,114505
Writer,Sony,Los Angeles,Creative Writing,64703
Judge,Wipro,Tokyo,Judicial Review,155620
Paralegal,HSBC,Paris,Legal Research,55379
Librarian,Google,Toronto,Cataloguing,59012
Receptionist,Disney,Dubai,Front Desk,42241
Call Center Agent,Microsoft,Berlin,Customer Handling,32635
Cloud Engineer,Amazon,Dubai,AWS,161219
Pharmacist,EY,Paris,Pharmacology,52350
Project Manager,Disney,Singapore,Agile,114339
Driver,Pfizer,New York,Driving,41055
Paralegal,EY,Berlin,Legal Research,51904
Legal Advisor,JPMorgan,London,Contract Drafting,116612
Marketing Manager,KPMG,Chicago,SEO,82124
Marketing Manager,KPMG,Tokyo,SEO,100029
Cashier,Google,Dubai,Billing,24004
Carpenter,KPMG,Toronto,Woodworking,41242
Plumber,KPMG,Delhi,Pipe Fitting,69295
Compliance Officer,Tesla,London,Regulation,90909
Marketing Manager,Google,Delhi,SEO,118594
Chef,Deloitte,Sydney,Culinary Arts,86996
Farmer,Apple,Paris,Crop Management,26046
Plumber,Meta,Toronto,Pipe Fitting,62514
Call Center Agent,Pfizer,Dubai,Customer Handling,38943
Support Specialist,KPMG,Dubai,Troubleshooting,45387
Financial Analyst,Pfizer,Los Angeles,Excel Modeling,66140
Video Editor,Meta,Bangalore,Premiere Pro,84346
Paralegal,Sony,San Francisco,Legal Research,59208
Financial Analyst,McDonald's,Tokyo,Excel Modeling,89229
Sales Manager,Coca Cola,Berlin,Negotiation,72931
Radiologist,Amazon,San Francisco,Imaging,124199
Sales Manager,Coca Cola,Tokyo,Negotiation,79283
HR Manager,Wipro,Chicago,Recruitment,105829
Tax Consultant,KPMG,New York,Tax Filing,71734
Pilot,Google,Los Angeles,Navigation,155520
Chef,Wipro,San Francisco,Culinary Arts,96203
Plumber,Google,Berlin,Pipe Fitting,53433
Construction Worker,Microsoft,Singapore,Masonry,25740
Teacher,Amazon,Chicago,Classroom Management,65620
Teacher,Amazon,Sydney,Classroom Management,66363
Auditor,Meta,Sydney,Compliance,72677
Plumber,EY,Chicago,Pipe Fitting,79773
Data Scientist,Tesla,Toronto,Machine Learning,87608
Plumber,Microsoft,Los Angeles,Pipe Fitting,33514
Paralegal,BMW,Tokyo,Legal Research,41807
HR Manager,Deloitte,Chicago,Recruitment,81720
Photographer,McDonald's,Tokyo,Photography,75662
Waiter,Disney,Paris,Hospitality,24848
Plumber,BMW,Sydney,Pipe Fitting,41295
Support Specialist,Accenture,Singapore,Troubleshooting,67128
Project Manager,Meta,Paris,Agile,70317
Lawyer,Pfizer,Chicago,Litigation,106346
Financial Analyst,Microsoft,Berlin,Excel Modeling,53604
Lawyer,Infosys,Dubai,Litigation,131263
Carpenter,Tesla,Chicago,Woodworking,50227
Project Manager,Google,Sydney,Agile,115270
Pilot,Deloitte,Singapore,Navigation,128434
Waiter,Accenture,Paris,Hospitality,34601
Carpenter,BMW,Berlin,Woodworking,58267
Farmer,McDonald's,Paris,Crop Management,24557
Teacher,Coca Cola,Singapore,Classroom Management,62334
Lawyer,Tesla,Tokyo,Litigation,168547
Psychologist,Sony,Toronto,Counseling,68509
Psychologist,BMW,Paris,Counseling,62452
Receptionist,Accenture,Tokyo,Front Desk,50019
Tutor,Wipro,Singapore,Mentoring,41944
Software Engineer,Infosys,Dubai,Python,61237
Welder,Wipro,Singapore,Arc Welding,38475
Operations Manager,Pfizer,San Francisco,Process Optimization,77591
Doctor,Pfizer,Dubai,Surgery,266936
Tax Consultant,BMW,Toronto,Tax Filing,44895
Carpenter,Tesla,New York,Woodworking,44137
Cybersecurity Analyst,JPMorgan,Dubai,Network Security,95967
Sales Manager,HSBC,San Francisco,Negotiation,96648
Marketing Manager,Tesla,New York,SEO,98073
Teacher,Amazon,London,Classroom Management,71241
Paralegal,Coca Cola,Sydney,Legal Research,36350
Tax Consultant,Disney,Paris,Tax Filing,69014
Radiologist,Microsoft,Tokyo,Imaging,147207
Writer,BMW,Toronto,Creative Writing,54319
Teacher,HSBC,Dubai,Classroom Management,51906
Photographer,Tesla,Toronto,Photography,42560
Judge,Microsoft,Paris,Judicial Review,201754
Investment Banker,BMW,Los Angeles,Valuation,191123
Graphic Designer,Disney,New York,Photoshop,67464
Tutor,JPMorgan,Los Angeles,Mentoring,27963
Photographer,JPMorgan,Sydney,Photography,52106
Software Engineer,Accenture,Singapore,Python,124948
Software Engineer,JPMorgan,Chicago,Python,126719
Carpenter,Tesla,Toronto,Woodworking,62259
Plumber,JPMorgan,Bangalore,Pipe Fitting,65893
Plumber,Apple,London,Pipe Fitting,66691
Plumber,BMW,New York,Pipe Fitting,49098
Sales Manager,Wipro,New York,Negotiation,80074
Financial Analyst,McDonald's,Toronto,Excel Modeling,55797
Operations Manager,Tesla,Berlin,Process Optimization,109273
Driver,HSBC,Delhi,Driving,52969
Waiter,JPMorgan,Sydney,Hospitality,27507
Farmer,Meta,Bangalore,Crop Management,35000
Judge,McDonald's,Sydney,Judicial Review,181593
Photographer,Infosys,Sydney,Photography,63373
Project Manager,Accenture,Dubai,Agile,76507
Teacher,HSBC,Dubai,Classroom Management,74237
Call Center Agent,Accenture,Los Angeles,Customer Handling,26872
Plumber,McDonald's,Sydney,Pipe Fitting,50396
Electrician,Sony,New York,Wiring,31216
Call Center Agent,Sony,Paris,Customer Handling,23589
Mechanic,Infosys,Tokyo,Engine Repair,64351
Farmer,Microsoft,Paris,Crop Management,32070
Sales Manager,BMW,London,Negotiation,108756
Video Editor,Apple,Delhi,Premiere Pro,56334
Researcher,Sony,New York,Data Analysis,107210
Writer,Amazon,San Francisco,Creative Writing,46264
Graphic Designer,McDonald's,Tokyo,Photoshop,47396
Photographer,Deloitte,Dubai,Photography,84169
Sales Manager,EY,Berlin,Negotiation,78334
Nurse,Microsoft,Bangalore,Patient Care,68590
Marketing Manager,KPMG,Berlin,SEO,112366
Photographer,BMW,Chicago,Photography,50240
Call Center Agent,JPMorgan,Berlin,Customer Handling,26767
Lawyer,Amazon,Berlin,Litigation,112043
Software Engineer,Coca Cola,Singapore,Python,84182
Radiologist,BMW,Berlin,Imaging,227899
Compliance Officer,McDonald's,Singapore,Regulation,68515
Driver,Infosys,Berlin,Driving,42346
Farmer,Amazon,Sydney,Crop Management,47039
Web Developer,BMW,New York,JavaScript,118566
Marketing Manager,Infosys,Delhi,SEO,118546
Librarian,Pfizer,Chicago,Cataloguing,36093
Support Specialist,BMW,Tokyo,Troubleshooting,69208
Operations Manager,Infosys,Toronto,Process Optimization,85869
Plumber,Amazon,Tokyo,Pipe Fitting,65044
Legal Advisor,Google,Singapore,Contract Drafting,78261
Welder,Deloitte,San Francisco,Arc Welding,27303
Researcher,Tesla,Sydney,Data Analysis,86012
Teacher,McDonald's,Toronto,Classroom Management,45721
Compliance Officer,Amazon,Berlin,Regulation,86139
Web Developer,Microsoft,Tokyo,JavaScript,106545
Judge,Disney,Paris,Judicial Review,179702
Data Scientist,Wipro,Toronto,Machine Learning,157197
Carpenter,Disney,Los Angeles,Woodworking,30635
Nurse,Infosys,London,Patient Care,84106
Pharmacist,Apple,Chicago,Pharmacology,104356
Cloud Engineer,Sony,New York,AWS,89062
Accountant,Infosys,Delhi,Bookkeeping,82762
Cloud Engineer,McDonald's,Tokyo,AWS,161744
Farmer,Pfizer,London,Crop Management,39645
Writer,McDonald's,Los Angeles,Creative Writing,68112
Doctor,Meta,Singapore,Surgery,254449
Pilot,HSBC,Tokyo,Navigation,223809
Graphic Designer,HSBC,New York,Photoshop,63338
Paralegal,Infosys,Singapore,Legal Research,34051
Operations Manager,HSBC,Toronto,Process Optimization,72550
Operations Manager,Infosys,Singapore,Process Optimization,142506
Data Scientist,Microsoft,London,Machine Learning,85482
Pharmacist,Meta,Chicago,Pharmacology,106279
Welder,BMW,Sydney,Arc Welding,47942
Chef,Coca Cola,Paris,Culinary Arts,73589
Tax Consultant,KPMG,San Francisco,Tax Filing,54463
Project Manager,Google,Berlin,Agile,124705
Teacher,Wipro,London,Classroom Management,30008
Photographer,Apple,London,Photography,72542
Electrician,McDonald's,San Francisco,Wiring,32778
Librarian,Apple,London,Cataloguing,69801
Call Center Agent,Sony,London,Customer Handling,30408
Investment Banker,Coca Cola,Singapore,Valuation,179372
Carpenter,Amazon,Singapore,Woodworking,49709
Professor,EY,Sydney,Research,140077
Chef,Amazon,Singapore,Culinary Arts,54059
Animator,JPMorgan,Paris,3D Animation,76158
Legal Advisor,KPMG,Dubai,Contract Drafting,130211
Sales Manager,Apple,Sydney,Negotiation,124178
Operations Manager,Meta,Singapore,Process Optimization,95799
Cybersecurity Analyst,Pfizer,London,Network Security,136138
Judge,BMW,Bangalore,Judicial Review,214507
Cashier,JPMorgan,New York,Billing,38548
Farmer,Microsoft,Los Angeles,Crop Management,45555
Mechanic,EY,San Francisco,Engine Repair,65709
Lawyer,BMW,Tokyo,Litigation,133344
Lawyer,BMW,Chicago,Litigation,196053
Mechanic,McDonald's,San Francisco,Engine Repair,46783
Data Scientist,Pfizer,Bangalore,Machine Learning,108804
Photographer,Infosys,Paris,Photography,73465
Data Scientist,HSBC,Tokyo,Machine Learning,149453
Judge,Google,Toronto,Judicial Review,237155
Librarian,Disney,London,Cataloguing,31775
Pilot,Coca Cola,Dubai,Navigation,127276
Investment Banker,Microsoft,Singapore,Valuation,172286
Driver,Disney,Chicago,Driving,24559
Cashier,Coca Cola,Berlin,Billing,32324
Data Scientist,HSBC,Delhi,Machine Learning,128496
Project Manager,Pfizer,Delhi,Agile,120774
Farmer,Pfizer,Delhi,Crop Management,48590
Cloud Engineer,Tesla,Bangalore,AWS,153657
Researcher,Accenture,Bangalore,Data Analysis,85579
Pilot,KPMG,Paris,Navigation,145083
Chef,KPMG,San Francisco,Culinary Arts,82339
Doctor,Wipro,Bangalore,Surgery,168508
Nurse,McDonald's,London,Patient Care,52269
Data Scientist,Coca Cola,Tokyo,Machine Learning,138590
Radiologist,Disney,Bangalore,Imaging,120022
Receptionist,Infosys,Paris,Front Desk,41177
Support Specialist,Pfizer,Sydney,Troubleshooting,30622
Pilot,JPMorgan,Paris,Navigation,215614
Welder,Sony,Los Angeles,Arc Welding,27290
Call Center Agent,BMW,Los Angeles,Customer Handling,43642
Sales Manager,Tesla,Los Angeles,Negotiation,117836
Investment Banker,Deloitte,Los Angeles,Valuation,177483
Tax Consultant,Microsoft,Tokyo,Tax Filing,97441
Paralegal,HSBC,Sydney,Legal Research,57313
Librarian,Infosys,Delhi,Cataloguing,46027
Judge,BMW,Paris,Judicial Review,152779
Call Center Agent,Meta,Bangalore,Customer Handling,21038
Researcher,Amazon,Paris,Data Analysis,86929
Pharmacist,Sony,Los Angeles,Pharmacology,98735
Sales Manager,EY,San Francisco,Negotiation,76072
Writer,Tesla,San Francisco,Creative Writing,78926
Cloud Engineer,JPMorgan,Toronto,AWS,81949
Video Editor,Deloitte,Chicago,Premiere Pro,44475
Animator,KPMG,Dubai,3D Animation,71814
Call Center Agent,HSBC,London,Customer Handling,22946
Waiter,Accenture,Bangalore,Hospitality,23612
Pilot,Infosys,Dubai,Navigation,131533
Sales Manager,HSBC,Chicago,Negotiation,97417
Auditor,HSBC,San Francisco,Compliance,96578
Teacher,Disney,Los Angeles,Classroom Management,70920
Driver,Sony,Berlin,Driving,26413
Electrician,Accenture,Delhi,Wiring,49191
HR Manager,Amazon,Paris,Recruitment,76895
Tax Consultant,Disney,Singapore,Tax Filing,41777
Sales Manager,Wipro,Toronto,Negotiation,85462
Support Specialist,HSBC,Delhi,Troubleshooting,34727
Construction Worker,Microsoft,Dubai,Masonry,31624
Pilot,Tesla,New York,Navigation,176098
Electrician,Apple,Dubai,Wiring,63308
Teacher,Tesla,Dubai,Classroom Management,47608
Driver,BMW,Toronto,Driving,31853
Librarian,Meta,Sydney,Cataloguing,59442
Compliance Officer,BMW,Toronto,Regulation,90804
Researcher,HSBC,Sydney,Data Analysis,51350
Cybersecurity Analyst,JPMorgan,Chicago,Network Security,73901
Web Developer,Coca Cola,New York,JavaScript,59948
Teacher,Apple,Sydney,Classroom Management,64633
Carpenter,KPMG,San Francisco,Woodworking,45823
Photographer,Wipro,Delhi,Photography,53240
Cybersecurity Analyst,Coca Cola,Bangalore,Network Security,74266
Construction Worker,Disney,Toronto,Masonry,37989
Data Scientist,McDonald's,Berlin,Machine Learning,118927
Nurse,Accenture,Tokyo,Patient Care,60605
Radiologist,Deloitte,London,Imaging,185370
Plumber,Tesla,Dubai,Pipe Fitting,33014
Chef,Amazon,San Francisco,Culinary Arts,82479
Doctor,Coca Cola,London,Surgery,155349
Electrician,JPMorgan,Paris,Wiring,71183
Compliance Officer,Microsoft,Dubai,Regulation,88467
Operations Manager,Wipro,Sydney,Process Optimization,125158
Librarian,Pfizer,London,Cataloguing,36836
Receptionist,Infosys,Berlin,Front Desk,45336
Carpenter,BMW,Singapore,Woodworking,39624
Mechanic,Wipro,Dubai,Engine Repair,68731
Animator,Deloitte,Delhi,3D Animation,106363
Graphic Designer,HSBC,San Francisco,Photoshop,77182
Teacher,Infosys,Toronto,Classroom Management,68167
Accountant,JPMorgan,Berlin,Bookkeeping,55473
Plumber,Meta,Berlin,Pipe Fitting,62495
Web Developer,Google,Tokyo,JavaScript,117517
Welder,JPMorgan,Paris,Arc Welding,31343
Sales Manager,McDonald's,Berlin,Negotiation,92131
Video Editor,Deloitte,Tokyo,Premiere Pro,41930
Cashier,Apple,Chicago,Billing,41220
Waiter,McDonald's,Dubai,Hospitality,35964
Financial Analyst,Infosys,Dubai,Excel Modeling,107489
Doctor,Infosys,Paris,Surgery,154245
Cloud Engineer,Coca Cola,Los Angeles,AWS,145379
Web Developer,Amazon,Toronto,JavaScript,99717
Video Editor,Amazon,Chicago,Premiere Pro,64082
Librarian,Pfizer,Sydney,Cataloguing,30996
Software Engineer,Infosys,Paris,Python,76361
Construction Worker,Coca Cola,Delhi,Masonry,54161
Tax Consultant,BMW,Toronto,Tax Filing,67609
Web Developer,Deloitte,London,JavaScript,69037
Accountant,Infosys,Tokyo,Bookkeeping,48087
Librarian,Wipro,Bangalore,Cataloguing,51502
Waiter,Meta,London,Hospitality,37938
Cloud Engineer,Apple,Berlin,AWS,91416
Chef,Pfizer,Dubai,Culinary Arts,70537
Electrician,Infosys,Bangalore,Wiring,53424
Support Specialist,Amazon,New York,Troubleshooting,42871
Pilot,Tesla,Delhi,Navigation,172267
Sales Manager,Infosys,Singapore,Negotiation,75464
Receptionist,Apple,New York,Front Desk,42782
Nurse,Tesla,Berlin,Patient Care,73086
Receptionist,Tesla,Singapore,Front Desk,49818
Carpenter,Pfizer,Bangalore,Woodworking,45691
Investment Banker,Microsoft,Tokyo,Valuation,160874
Call Center Agent,Google,Singapore,Customer Handling,36724
Teacher,Accenture,Tokyo,Classroom Management,69493
Sales Manager,Accenture,Toronto,Negotiation,88578
Electrician,Apple,London,Wiring,68922
Receptionist,Accenture,New York,Front Desk,33758
Chef,Google,Bangalore,Culinary Arts,97358
Operations Manager,Apple,Tokyo,Process Optimization,72219
Sales Manager,Coca Cola,Toronto,Negotiation,137415
Animator,Tesla,Los Angeles,3D Animation,59020
Animator,Wipro,Bangalore,3D Animation,57945
Psychologist,Deloitte,Paris,Counseling,69875
Tutor,Tesla,Sydney,Mentoring,49039
Project Manager,KPMG,Toronto,Agile,112067
Mechanic,JPMorgan,New York,Engine Repair,53336
Call Center Agent,Coca Cola,Berlin,Customer Handling,46407
Cybersecurity Analyst,Microsoft,Delhi,Network Security,86938
Lawyer,EY,Bangalore,Litigation,141530
Operations Manager,HSBC,Delhi,Process Optimization,81719
Web Developer,EY,London,JavaScript,84809
Tax Consultant,Coca Cola,Dubai,Tax Filing,71676
Plumber,Tesla,San Francisco,Pipe Fitting,69984
Judge,Accenture,Tokyo,Judicial Review,234718
Waiter,Accenture,Singapore,Hospitality,21688
Plumber,Google,Bangalore,Pipe Fitting,30543
Auditor,Disney,Singapore,Compliance,116622
Paralegal,HSBC,New York,Legal Research,52071
Nurse,KPMG,Tokyo,Patient Care,44327
Photographer,JPMorgan,Paris,Photography,71353
Electrician,Meta,New York,Wiring,57137
Waiter,Tesla,Paris,Hospitality,33850
Farmer,Accenture,Sydney,Crop Management,44748
Graphic Designer,Sony,Chicago,Photoshop,56775
Researcher,Pfizer,Delhi,Data Analysis,56884
Tutor,Google,Singapore,Mentoring,55156
Pharmacist,Infosys,New York,Pharmacology,101550
Driver,Coca Cola,Delhi,Driving,57916
Psychologist,Amazon,San Francisco,Counseling,119276
Waiter,KPMG,Sydney,Hospitality,20377
Video Editor,Apple,London,Premiere Pro,52420
Call Center Agent,HSBC,New York,Customer Handling,33453
Pharmacist,KPMG,Chicago,Pharmacology,54773
Teacher,Google,Delhi,Classroom Management,41630
Welder,Deloitte,San Francisco,Arc Welding,26768
Tax Consultant,EY,San Francisco,Tax Filing,61192
Writer,Infosys,Paris,Creative Writing,54284
Auditor,BMW,Toronto,Compliance,115836
Cybersecurity Analyst,Coca Cola,San Francisco,Network Security,127908
Writer,Amazon,Chicago,Creative Writing,44105
Chef,EY,Delhi,Culinary Arts,74764
Data Scientist,Tesla,Paris,Machine Learning,97410
Legal Advisor,Meta,Chicago,Contract Drafting,74713
Mechanic,JPMorgan,London,Engine Repair,60950
Professor,Pfizer,Sydney,Research,62479
Writer,Deloitte,Paris,Creative Writing,79133
Project Manager,Microsoft,Singapore,Agile,105601
Carpenter,Apple,Bangalore,Woodworking,48941
Legal Advisor,Amazon,London,Contract Drafting,97848
Receptionist,HSBC,Bangalore,Front Desk,36597
Software Engineer,Amazon,Los Angeles,Python,92621
Tutor,Pfizer,Singapore,Mentoring,51215
Marketing Manager,Apple,Toronto,SEO,84712
Professor,Wipro,Dubai,Research,135862
Auditor,Disney,Toronto,Compliance,108326
Librarian,Disney,Singapore,Cataloguing,35084
Welder,BMW,Sydney,Arc Welding,63339
Animator,Sony,Toronto,3D Animation,63035
Animator,Coca Cola,San Francisco,3D Animation,58115
Cashier,Microsoft,London,Billing,26677
Psychologist,Deloitte,Paris,Counseling,64479
Carpenter,Microsoft,New York,Woodworking,29051
Cybersecurity Analyst,Wipro,Singapore,Network Security,122983
Judge,Apple,Los Angeles,Judicial Review,189267
Financial Analyst,Tesla,Paris,Excel Modeling,50601
Support Specialist,Deloitte,Los Angeles,Troubleshooting,69195
Cloud Engineer,Pfizer,Bangalore,AWS,111822
Web Developer,JPMorgan,Los Angeles,JavaScript,81854
Driver,Tesla,Paris,Driving,44678
Nurse,Google,Tokyo,Patient Care,81686
Software Engineer,Pfizer,Dubai,Python,78251
Auditor,Microsoft,Singapore,Compliance,108780
Auditor,EY,New York,Compliance,83494
Chef,KPMG,Los Angeles,Culinary Arts,48813
Cloud Engineer,Infosys,Bangalore,AWS,120372
Radiologist,Wipro,Toronto,Imaging,138944
Support Specialist,Microsoft,Los Angeles,Troubleshooting,49752
Pharmacist,Deloitte,Tokyo,Pharmacology,77236
Financial Analyst,Accenture,Singapore,Excel Modeling,97139
Investment Banker,Pfizer,Delhi,Valuation,153463
Driver,Accenture,Toronto,Driving,20300
Project Manager,Sony,Tokyo,Agile,126822
Support Specialist,KPMG,Tokyo,Troubleshooting,55233
Doctor,Accenture,Toronto,Surgery,125551
Driver,BMW,Dubai,Driving,20140
Mechanic,Microsoft,Los Angeles,Engine Repair,42572
Tutor,Disney,Dubai,Mentoring,30622
Plumber,Accenture,Paris,Pipe Fitting,44525
Tutor,JPMorgan,Tokyo,Mentoring,38542
Doctor,HSBC,Sydney,Surgery,196839
Data Scientist,Google,San Francisco,Machine Learning,92244
Operations Manager,Sony,Delhi,Process Optimization,82876
Operations Manager,Google,Chicago,Process Optimization,137849
Video Editor,Meta,London,Premiere Pro,47038
Receptionist,Amazon,Tokyo,Front Desk,55259
Operations Manager,Microsoft,Sydney,Process Optimization,99451
Tax Consultant,Wipro,New York,Tax Filing,93832
Compliance Officer,BMW,Toronto,Regulation,94488
Researcher,JPMorgan,Tokyo,Data Analysis,82975
Legal Advisor,Amazon,Tokyo,Contract Drafting,149061
Construction Worker,Accenture,Tokyo,Masonry,41627
Writer,BMW,Singapore,Creative Writing,33673
Paralegal,Coca Cola,Los Angeles,Legal Research,35571
Photographer,Accenture,Dubai,Photography,55969
Chef,Deloitte,Tokyo,Culinary Arts,49371
Researcher,Microsoft,Sydney,Data Analysis,84728
Auditor,Deloitte,Delhi,Compliance,59218
HR Manager,BMW,Chicago,Recruitment,86993
Paralegal,Disney,Los Angeles,Legal Research,50145
Waiter,Meta,Toronto,Hospitality,30912
Lawyer,Amazon,San Francisco,Litigation,182395
HR Manager,Amazon,Singapore,Recruitment,67994
Call Center Agent,BMW,Paris,Customer Handling,42313
Web Developer,Sony,Paris,JavaScript,69110
Driver,Amazon,Toronto,Driving,42025
Psychologist,Sony,Bangalore,Counseling,83334
Web Developer,Amazon,San Francisco,JavaScript,96120
Professor,EY,Chicago,Research,93992
Data Scientist,BMW,Toronto,Machine Learning,128236
Farmer,Apple,Toronto,Crop Management,15399
Waiter,Deloitte,San Francisco,Hospitality,27077
Tutor,Google,Toronto,Mentoring,24921
Sales Manager,EY,Singapore,Negotiation,117112
Accountant,Disney,Dubai,Bookkeeping,77481
Doctor,Wipro,Bangalore,Surgery,232336
Welder,Microsoft,Delhi,Arc Welding,51423
Support Specialist,Tesla,London,Troubleshooting,31122
Driver,HSBC,Dubai,Driving,50287
Video Editor,JPMorgan,Berlin,Premiere Pro,64989
Pilot,Wipro,Sydney,Navigation,199909
Financial Analyst,Pfizer,Singapore,Excel Modeling,65396
Investment Banker,JPMorgan,Berlin,Valuation,118255
Video Editor,BMW,Chicago,Premiere Pro,51294
Doctor,Google,Berlin,Surgery,226964
Cybersecurity Analyst,Pfizer,San Francisco,Network Security,87433
Cashier,Meta,Delhi,Billing,47020
Judge,Meta,Sydney,Judicial Review,191368
Sales Manager,Apple,Toronto,Negotiation,126699
Doctor,JPMorgan,Sydney,Surgery,217966
Cashier,Tesla,Bangalore,Billing,41499
Mechanic,Coca Cola,San Francisco,Engine Repair,41936
Librarian,Pfizer,New York,Cataloguing,45784
Researcher,Disney,Sydney,Data Analysis,92938
Video Editor,Google,Singapore,Premiere Pro,64686
Legal Advisor,Accenture,New York,Contract Drafting,68595
Radiologist,JPMorgan,Delhi,Imaging,146896
Professor,BMW,Berlin,Research,71688
Compliance Officer,Apple,Sydney,Regulation,105534
Software Engineer,Disney,New York,Python,88870
Farmer,Disney,Sydney,Crop Management,49429
Receptionist,Tesla,New York,Front Desk,26386
Lawyer,Meta,London,Litigation,153177
Professor,Pfizer,Bangalore,Research,76034
Data Scientist,Tesla,Dubai,Machine Learning,81973
Marketing Manager,Tesla,Sydney,SEO,81077
Chef,Sony,Paris,Culinary Arts,88658
Compliance Officer,Tesla,Tokyo,Regulation,68239
Nurse,Apple,Dubai,Patient Care,63177
Doctor,Accenture,Bangalore,Surgery,106023
Paralegal,Sony,Tokyo,Legal Research,64031
Paralegal,Deloitte,Sydney,Legal Research,47652
Electrician,Amazon,San Francisco,Wiring,62162
Researcher,McDonald's,Chicago,Data Analysis,64908
Pilot,JPMorgan,London,Navigation,165912
Teacher,HSBC,Paris,Classroom Management,37900
